Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"L3197642", 12.47, 3,    7345.53,   95.8,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973157", 12.47, 1,    7223.98,  -31.5,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935550", 12.47, 3,    7530.49,   92.1,     1.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5865224-1_INT", 12.47, 2,    7404.01, -150.1,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066821", 12.47, 1,    7244.67,  -31.7,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1009691", 12.47, 1,    7244.57,  -31.7,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3178975", 12.47, 2,    7279.26, -149.6,    1.0111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069518", 12.47, 1,    7272.89,  -30.2,    1.0102, 2,    7560.45, -148.6,    1.0501, 3,    7523.58,   95.6,     1.045, 0, 0, 0, 0
"L2916618", 12.47, 2,       7507, -148.6,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710515", 12.47, 3,    7375.24,   95.8,    1.0244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235258", 12.47, 1,    7299.58,  -31.3,    1.0139, 2,    7401.37, -149.2,     1.028, 3,    7364.48,   95.7,    1.0229, 0, 0, 0, 0
"L3141395", 12.47, 1,    3693.81,  -79.3,   0.51306, 2,    3693.81,  -79.3,   0.51306, 3,    7371.43,   95.5,    1.0239, 4, 1.65304E-020,  -79.3, 2.296E-024
"N1136997", 12.47, 3,    7411.34,   95.6,    1.0294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104123", 12.47, 3,    7411.31,   95.6,    1.0294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"190-7361", 12.47, 1,    7511.97,  -29.7,    1.0434, 2,    7513.49, -149.0,    1.0436, 3,     7530.3,   91.4,    1.0459, 0, 0, 0, 0
"L3645812", 12.47, 3,    7406.12,   95.6,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"228-1353934-4_INT", 12.47, 3,    7406.13,   95.6,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254214", 12.47, 2,    7250.46, -149.8,    1.0071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5686080-1_INT", 12.47, 1,    7411.68,  -30.5,    1.0295, 2,    7382.63, -150.1,    1.0254, 3,    7529.72,   90.6,    1.0459, 0, 0, 0, 0
"L2766749", 12.47, 1,    7333.65,  -31.2,    1.0186, 2,    7333.47, -149.5,    1.0186, 3,    7373.16,   95.5,    1.0241, 0, 0, 0, 0
"L2692660", 12.47, 1,    7488.33,  -28.8,    1.0401, 2,    3752.52,  156.2,   0.52122, 3,    3752.52,  156.2,   0.52122, 4, 1.64771E-020,  156.2, 2.2886E-024
"L2955076", 12.47, 1,    7488.23,  -28.8,    1.0401, 2,    3752.47,  156.2,   0.52121, 3,    3752.47,  156.2,   0.52121, 4, 1.64771E-020,  156.2, 2.2886E-024
"M1125979", 12.47, 3,    7586.66,   94.0,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160114", 12.47, 1,    7295.57,  -29.9,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235245", 12.47, 3,    7377.53,   95.6,    1.0247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026876", 12.47, 1,    7278.98,  -31.7,     1.011, 2,    7354.84, -149.8,    1.0216, 3,     7399.2,   95.7,    1.0277, 0, 0, 0, 0
"L2785535", 12.47, 2,    7505.84, -148.6,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973150", 12.47, 1,    7251.01,  -30.4,    1.0071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160113", 12.47, 2,    7507.43, -148.6,    1.0428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710518", 12.47, 1,    7258.56,  -31.4,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3195310", 12.47, 1,    7381.25,  -30.5,    1.0252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3142098", 12.47, 2,    7613.67, -148.0,    1.0575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026784", 12.47, 3,    7374.75,   95.7,    1.0243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897771", 12.47, 2,    7609.83, -148.1,     1.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2917255", 12.47, 3,    7586.56,   94.0,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254215", 12.47, 3,    7495.83,   91.1,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2989571", 12.47, 1,    7166.75,  -31.9,   0.99544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3179699", 12.47, 2,    7497.63, -149.0,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029507", 12.47, 2,    7335.14, -150.2,    1.0188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748124", 12.47, 1,    3634.09,   35.7,   0.50477, 2,    7252.55, -149.6,    1.0074, 3,    3634.09,   35.7,   0.50477, 4, 1.65903E-020,   35.7, 2.3044E-024
"D5958866-1_INT", 12.47, 1,    7522.84,  -28.9,    1.0449, 2,    7613.64, -148.1,    1.0575, 3,    7592.08,   92.3,    1.0545, 0, 0, 0, 0
"L2861218", 12.47, 1,    7520.82,  -28.9,    1.0446, 2,    7614.75, -148.0,    1.0577, 3,    7592.72,   92.4,    1.0546, 0, 0, 0, 0
"L0247162", 12.47, 2,     7403.8, -150.1,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935552", 12.47, 3,    7569.73,   92.2,    1.0514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216350", 12.47, 1,    7258.83,  -31.4,    1.0082, 2,    3637.25,  153.8,    0.5052, 3,    3637.25,  153.8,    0.5052, 4, 1.65859E-020,  153.8, 2.3037E-024
"L3197660", 12.47, 2,    7266.03, -149.6,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026880", 12.47, 1,    7298.58,  -31.7,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2822860", 12.47, 2,    7256.18, -149.6,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3101787", 12.47, 1,    7177.81,  -31.9,   0.99698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3027132", 12.47, 1,    7177.78,  -31.9,   0.99697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3179673", 12.47, 3,    7591.53,   92.6,    1.0544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879092", 12.47, 3,    7343.86,   95.8,      1.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2803199", 12.47, 1,    7322.31,  -28.3,    1.0171, 2,    7678.09, -147.2,    1.0665, 3,    7582.27,   94.8,    1.0532, 4, 1.59243E-020,  100.7, 2.2118E-024
"L3254208", 12.47, 3,    7371.25,   95.5,    1.0238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027014", 12.47, 3,    7373.89,   95.8,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047433", 12.47, 1,     7232.8,  -31.5,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991905", 12.47, 1,    7324.56,  -31.2,    1.0174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935560", 12.47, 3,     7351.1,   95.8,     1.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3085400", 12.47, 3,    7495.71,   91.1,    1.0411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2764403", 12.47, 1,    7208.52,  -30.6,    1.0012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108535", 12.47, 1,    7451.55,  -28.5,     1.035, 2,    7528.17, -147.2,    1.0456, 3,    7500.58,   95.6,    1.0418, 0, 0, 0, 0
"L2785521", 12.47, 3,    7408.34,   95.6,     1.029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216988", 12.47, 2,    7675.01, -147.3,     1.066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3649305", 12.47, 1,    7355.51,  -31.5,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2983432", 12.47, 1,       7374,  -31.2,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3315860", 12.47, 2,    7308.09, -149.9,    1.0151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125966", 12.47, 2,    7675.29, -147.3,    1.0661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2729423", 12.47, 3,    7527.02,   95.6,    1.0455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6140776-1_INT", 12.47, 1,    7315.03,  -31.3,     1.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673307", 12.47, 3,    7510.05,   92.1,    1.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2685809", 12.47, 1,    7434.42,  -31.1,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254209", 12.47, 3,    7377.66,   95.6,    1.0247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860477", 12.47, 1,    7320.15,  -31.6,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827548", 12.47, 1,    7254.76,  -30.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048946", 12.47, 3,    7584.28,   92.2,    1.0534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2839331", 12.47, 1,    7196.05,  -31.8,   0.99951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973180", 12.47, 2,    7247.27, -149.8,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066806", 12.47, 3,    7530.19,   92.1,    1.0459, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785529", 12.47, 3,    7402.27,   95.7,    1.0282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3177894", 12.47, 1,    7166.01,  -31.9,   0.99534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2731712", 12.47, 2,    7359.09, -149.8,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2917310", 12.47, 2,    7613.58, -148.0,    1.0575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5682346-3_INT", 12.47, 1,     7298.8,  -29.9,    1.0138, 2,    7550.29, -148.4,    1.0487, 3,    7523.17,   95.6,    1.0449, 0, 0, 0, 0
"L3085394", 12.47, 3,    7552.47,   92.2,     1.049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3236004", 12.47, 3,     7586.7,   94.0,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879066", 12.47, 2,    7274.39, -149.6,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048214", 12.47, 1,    7381.33,  -30.5,    1.0252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3120504", 12.47, 1,    7168.01,  -31.9,   0.99562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827537", 12.47, 1,    7265.55,  -31.4,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"228-979371-2_INT", 12.47, 3,    7365.83,   95.4,    1.0231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785543", 12.47, 2,    7358.93, -149.8,    1.0221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047837", 12.47, 2,    7255.82, -149.6,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916602", 12.47, 1,    7364.36,  -29.3,    1.0229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6140778-1_INT", 12.47, 2,    7337.58, -150.2,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766748", 12.47, 1,    7298.56,  -31.7,    1.0138, 2,    3657.21,  153.6,   0.50798, 3,    3657.21,  153.6,   0.50798, 4, 1.65656E-020,  153.6, 2.3009E-024
"REGXFMR_190-8581", 12.47, 1,    7240.85,  -28.4,    1.0057, 2,    7719.17, -147.1,    1.0722, 3,    7593.69,   95.6,    1.0547, 0, 0, 0, 0
"L3104129", 12.47, 1,    7503.82,  -30.9,    1.0423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027110", 12.47, 1,    7171.41,  -31.9,   0.99609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3047058", 12.47, 1,    7241.02,  -31.7,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2801949", 12.47, 2,    7358.47, -149.8,    1.0221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710525", 12.47, 3,    7397.14,   95.7,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197640", 12.47, 3,    7397.13,   95.6,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010561", 12.47, 1,    7339.16,  -31.3,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141390", 12.47, 1,    3656.33,   35.0,   0.50786, 2,    7296.82, -150.3,    1.0135, 3,    3656.33,   35.0,   0.50786, 4, 1.65673E-020,   35.0, 2.3012E-024
"D5746546-1_INT", 12.47, 3,    7509.48,   92.1,     1.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5956499-2_INT", 12.47, 1,    7333.12,  -31.2,    1.0186, 2,    7332.42, -149.5,    1.0185, 3,    7373.18,   95.5,    1.0241, 0, 0, 0, 0
"L2823592_CAP", 12.47, 1,    7570.74,  -29.3,    1.0516, 2,    7573.29, -148.8,    1.0519, 3,     7576.7,   91.3,    1.0524, 0, 0, 0, 0
"Q16642_CAP", 12.47, 1,     7244.3,  -30.4,    1.0062, 2,    7558.16, -148.8,    1.0498, 3,       7519,   95.6,    1.0444, 0, 0, 0, 0
"Q16483_CAP", 12.47, 1,     7498.4,  -28.9,    1.0415, 2,    7630.73, -148.0,    1.0599, 3,     7592.4,   92.6,    1.0546, 0, 0, 0, 0
"HVMV_SUB_HSB", 115, 1,    69646.8,    0.1,     1.049, 2,    69701.2, -119.8,    1.0498, 3,      69716,  120.1,      1.05, 0, 0, 0, 0
"REGXFMR_HVMV_SUB_LSB", 12.47, 1,     7529.6,  -29.4,    1.0458, 2,    7553.71, -148.9,    1.0492, 3,    7570.22,   91.1,    1.0515, 0, 0, 0, 0
"X2804253A", 0.208, 1,    124.251,  -30.2,    1.0347, 2,    124.258,  149.8,    1.0347, 0, 0, 0, 0, 0, 0, 0, 0
"X3254213B", 0.208, 1,    122.362, -149.9,    1.0189, 2,    122.369,   30.1,     1.019, 0, 0, 0, 0, 0, 0, 0, 0
"X3216339B", 0.208, 1,     121.27, -150.4,    1.0098, 2,    121.277,   29.6,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0
"X2954355A", 0.208, 1,    120.595,  -31.6,    1.0042, 2,    120.602,  148.4,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0
"X2861197C", 0.208, 1,    125.882,   93.8,    1.0482, 2,    125.889,  -86.2,    1.0483, 0, 0, 0, 0, 0, 0, 0, 0
"X2842379A", 0.208, 1,     125.13,  -28.9,     1.042, 2,    125.138,  151.1,     1.042, 0, 0, 0, 0, 0, 0, 0, 0
"X2841636B", 0.208, 1,     121.66, -150.4,    1.0131, 2,    121.667,   29.6,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0
"X3047289A", 0.208, 1,    124.245,  -29.6,    1.0346, 2,    124.252,  150.4,    1.0347, 0, 0, 0, 0, 0, 0, 0, 0
"X3047289B", 0.208, 1,    125.493, -148.8,     1.045, 2,      125.5,   31.2,    1.0451, 0, 0, 0, 0, 0, 0, 0, 0
"X3047289C", 0.208, 1,    125.462,   91.6,    1.0447, 2,     125.47,  -88.4,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"X3085399C", 0.208, 1,    124.699,   91.1,    1.0384, 2,    124.706,  -88.9,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"X3085391B", 0.208, 1,     121.51, -149.7,    1.0118, 2,    121.517,   30.3,    1.0119, 0, 0, 0, 0, 0, 0, 0, 0
"X2897778A", 0.208, 1,    122.385,  -30.7,    1.0191, 2,    122.392,  149.3,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0
"X3197647A", 0.208, 1,    121.346,  -31.5,    1.0105, 2,    121.353,  148.5,    1.0105, 0, 0, 0, 0, 0, 0, 0, 0
"X2936275B", 0.208, 1,    126.211, -148.6,     1.051, 2,    126.218,   31.4,     1.051, 0, 0, 0, 0, 0, 0, 0, 0
"X2729408B", 0.208, 1,    122.527, -149.9,    1.0203, 2,    122.534,   30.1,    1.0204, 0, 0, 0, 0, 0, 0, 0, 0
"X2673310A", 0.208, 1,    124.407,  -30.1,     1.036, 2,    124.414,  149.9,     1.036, 0, 0, 0, 0, 0, 0, 0, 0
"X3048212A", 0.208, 1,    121.466,  -31.8,    1.0115, 2,    121.474,  148.2,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0
"X3104133A", 0.208, 1,     123.39,  -30.6,    1.0275, 2,    123.397,  149.4,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0
"X2879087A", 0.208, 1,    121.359,  -31.8,    1.0106, 2,    121.366,  148.2,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0
"X2710510C", 0.208, 1,    124.944,   90.7,    1.0404, 2,    124.951,  -89.3,    1.0405, 0, 0, 0, 0, 0, 0, 0, 0
"X3122810B", 0.208, 1,    120.747, -149.7,    1.0055, 2,    120.754,   30.3,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0
"X2954352C", 0.208, 1,    124.862,   91.1,    1.0397, 2,     124.87,  -89.0,    1.0398, 0, 0, 0, 0, 0, 0, 0, 0
"X2729411A", 0.208, 1,     123.47,  -30.7,    1.0282, 2,    123.477,  149.3,    1.0282, 0, 0, 0, 0, 0, 0, 0, 0
"X3178971A", 0.208, 1,    121.597,  -31.4,    1.0126, 2,    121.605,  148.6,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0
"X3254234B", 0.208, 1,    121.712, -149.9,    1.0135, 2,    121.719,   30.1,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"X_293471A", 0.208, 1,      123.3,  -30.6,    1.0267, 2,    123.307,  149.4,    1.0268, 0, 0, 0, 0, 0, 0, 0, 0
"X_293471B", 0.208, 1,    122.774, -150.2,    1.0224, 2,    122.781,   29.8,    1.0224, 0, 0, 0, 0, 0, 0, 0, 0
"X_293471C", 0.208, 1,    125.267,   90.5,    1.0431, 2,    125.274,  -89.5,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"X2860482A", 0.208, 1,     122.16,  -31.4,    1.0172, 2,    122.167,  148.6,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0
"X2763811C", 0.208, 1,    122.562,   95.3,    1.0206, 2,    122.569,  -84.7,    1.0207, 0, 0, 0, 0, 0, 0, 0, 0
"X3251799A", 0.208, 1,    123.508,  -28.6,    1.0285, 2,    123.515,  151.4,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"X2898526C", 0.208, 1,    125.693,   91.9,    1.0467, 2,      125.7,  -88.1,    1.0467, 0, 0, 0, 0, 0, 0, 0, 0
"X2897780B", 0.208, 1,      123.2, -150.2,    1.0259, 2,    123.208,   29.8,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"X3027124C", 0.208, 1,    124.894,   91.2,      1.04, 2,    124.901,  -88.8,    1.0401, 0, 0, 0, 0, 0, 0, 0, 0
"X2954361B", 0.208, 1,    124.771, -148.7,     1.039, 2,    124.778,   31.3,     1.039, 0, 0, 0, 0, 0, 0, 0, 0
"X2745811C", 0.208, 1,    124.948,   91.2,    1.0405, 2,    124.956,  -88.8,    1.0405, 0, 0, 0, 0, 0, 0, 0, 0
"X2841633A", 0.208, 1,    121.636,  -31.4,    1.0129, 2,    121.643,  148.6,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"X2917359A", 0.208, 1,    124.008,  -29.2,    1.0326, 2,    124.015,  150.8,    1.0327, 0, 0, 0, 0, 0, 0, 0, 0
"X2748158A", 0.208, 1,    123.245,  -30.7,    1.0263, 2,    123.252,  149.3,    1.0263, 0, 0, 0, 0, 0, 0, 0, 0
"X2955047A", 0.208, 1,    120.682,  -28.3,    1.0049, 2,    120.689,  151.7,     1.005, 0, 0, 0, 0, 0, 0, 0, 0
"X3122837C", 0.208, 1,    123.099,   95.7,    1.0251, 2,    123.106,  -84.3,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0
"X2804269B", 0.208, 1,    124.927, -148.6,    1.0403, 2,    124.935,   31.4,    1.0404, 0, 0, 0, 0, 0, 0, 0, 0
"X3157708C", 0.208, 1,    122.387,   95.3,    1.0191, 2,    122.394,  -84.7,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0
"X3179682C", 0.208, 1,    126.171,   92.1,    1.0506, 2,    126.179,  -87.9,    1.0507, 0, 0, 0, 0, 0, 0, 0, 0
"X2822877B", 0.208, 1,    121.368, -149.8,    1.0106, 2,    121.375,   30.2,    1.0107, 0, 0, 0, 0, 0, 0, 0, 0
"X3141393C", 0.208, 1,    124.729,   95.4,    1.0386, 2,    124.736,  -84.6,    1.0387, 0, 0, 0, 0, 0, 0, 0, 0
"X2897801A", 0.208, 1,    121.467,  -31.4,    1.0115, 2,    121.474,  148.6,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0
"X3217056A", 0.208, 1,    125.875,  -29.3,    1.0482, 2,    125.883,  150.7,    1.0482, 0, 0, 0, 0, 0, 0, 0, 0
"X2936270A", 0.208, 1,    125.857,  -29.3,     1.048, 2,    125.864,  150.6,    1.0481, 0, 0, 0, 0, 0, 0, 0, 0
"X3235249A", 0.208, 1,    121.578,  -31.8,    1.0124, 2,    121.585,  148.2,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0
"X3217052C", 0.208, 1,    126.323,   92.6,    1.0519, 2,     126.33,  -87.4,     1.052, 0, 0, 0, 0, 0, 0, 0, 0
"X2916598A", 0.208, 1,    121.392,  -31.8,    1.0108, 2,    121.399,  148.2,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"X3048206A", 0.208, 1,    124.354,  -30.2,    1.0355, 2,    124.361,  149.8,    1.0356, 0, 0, 0, 0, 0, 0, 0, 0
"X3141402C", 0.208, 1,    122.111,   95.7,    1.0168, 2,    122.118,  -84.3,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0
"X3235256A", 0.208, 1,    123.961,  -30.6,    1.0322, 2,    123.968,  149.4,    1.0323, 0, 0, 0, 0, 0, 0, 0, 0
"X3178973A", 0.208, 1,    122.241,  -31.3,    1.0179, 2,    122.248,  148.7,     1.018, 0, 0, 0, 0, 0, 0, 0, 0
"X3197654A", 0.208, 1,    119.929,  -30.7,   0.99867, 2,    119.936,  149.3,   0.99872, 0, 0, 0, 0, 0, 0, 0, 0
"X3066809C", 0.208, 1,    122.609,   95.4,     1.021, 2,    122.616,  -84.6,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"X2766742B", 0.208, 1,    120.757, -150.4,    1.0056, 2,    120.764,   29.6,    1.0056, 0, 0, 0, 0, 0, 0, 0, 0
"X2991908A", 0.208, 1,    121.184,  -31.7,    1.0091, 2,    121.191,  148.3,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"X3065750B", 0.208, 1,    120.599, -149.7,    1.0043, 2,    120.606,   30.3,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0
"X3085401A", 0.208, 1,    123.871,  -31.2,    1.0315, 2,    123.878,  148.8,    1.0316, 0, 0, 0, 0, 0, 0, 0, 0
"X2729413A", 0.208, 1,    121.759,  -31.7,    1.0139, 2,    121.767,  148.3,     1.014, 0, 0, 0, 0, 0, 0, 0, 0
"X3254915B", 0.208, 1,    125.908, -148.4,    1.0485, 2,    125.915,   31.6,    1.0485, 0, 0, 0, 0, 0, 0, 0, 0
"X2748131B", 0.208, 1,    120.798, -149.8,    1.0059, 2,    120.805,   30.2,     1.006, 0, 0, 0, 0, 0, 0, 0, 0
"X3066810C", 0.208, 1,    122.585,   95.4,    1.0208, 2,    122.592,  -84.6,    1.0208, 0, 0, 0, 0, 0, 0, 0, 0
"X2973146B", 0.208, 1,     121.37, -150.0,    1.0107, 2,    121.377,   30.0,    1.0107, 0, 0, 0, 0, 0, 0, 0, 0
"X2973180B", 0.208, 1,    120.238, -150.0,    1.0012, 2,    120.245,   30.0,    1.0013, 0, 0, 0, 0, 0, 0, 0, 0
"X2973167B", 0.208, 1,    122.969, -149.4,     1.024, 2,    122.976,   30.6,     1.024, 0, 0, 0, 0, 0, 0, 0, 0
"X2841621C", 0.208, 1,      123.1,   95.4,    1.0251, 2,    123.107,  -84.6,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0
"X3123509C", 0.208, 1,    125.833,   91.7,    1.0478, 2,     125.84,  -88.3,    1.0479, 0, 0, 0, 0, 0, 0, 0, 0
"X2841627A", 0.208, 1,    119.924,  -31.7,   0.99863, 2,    119.931,  148.3,   0.99868, 0, 0, 0, 0, 0, 0, 0, 0
"X3235250B", 0.208, 1,    120.359, -150.1,    1.0022, 2,    120.366,   29.9,    1.0023, 0, 0, 0, 0, 0, 0, 0, 0
"X3728037A", 0.208, 1,    121.287,  -31.8,      1.01, 2,    121.294,  148.2,      1.01, 0, 0, 0, 0, 0, 0, 0, 0
"X3142078B", 0.208, 1,    124.144, -149.3,    1.0338, 2,    124.151,   30.7,    1.0338, 0, 0, 0, 0, 0, 0, 0, 0
"X2879066B", 0.208, 1,     121.02, -149.7,    1.0078, 2,    121.027,   30.3,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0
"X3235254C", 0.208, 1,    123.095,   95.6,     1.025, 2,    123.102,  -84.4,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0
